tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
2949.00;2_1_1;300.00;12.03;2904.00;2.00;6_2_0;5.10;0.00;tripinfo_2902;45.00;2902;0;494.90;0.92;0.00;5.35;DEFAULT_VEHTYPE;;0;0.00
2965.00;3_4_1;300.00;14.24;511.00;353.00;3_7_0;5.10;0.00;tripinfo_158;2454.00;158;0;1494.90;1.03;0.00;2348.85;DEFAULT_VEHTYPE;;33;2083.00
2991.00;3_7_0;200.00;4.56;564.00;0.00;8_7_0;5.10;0.00;tripinfo_564;2427.00;564;0;1494.90;0.93;0.00;2310.89;DEFAULT_VEHTYPE;;29;2012.00
2994.00;3_7_0;200.00;8.42;600.00;0.00;5_6_0;5.10;0.00;tripinfo_600;2394.00;600;0;1094.90;0.87;0.00;2303.07;DEFAULT_VEHTYPE;;30;2004.00
3002.00;3_4_1;300.00;13.18;1823.00;0.00;5_6_0;5.10;0.00;tripinfo_1823;1179.00;1823;0;1194.90;1.02;0.00;1094.55;DEFAULT_VEHTYPE;;17;933.00
3003.00;2_1_0;300.00;13.65;1047.00;0.00;4_3_0;5.10;0.00;tripinfo_1047;1956.00;1047;0;994.90;1.00;0.00;1883.88;DEFAULT_VEHTYPE;;24;1654.00
3007.00;3_4_2;300.00;15.56;299.00;0.00;4_3_0;5.10;0.00;tripinfo_299;2708.00;299;0;1794.90;1.14;0.00;2593.92;DEFAULT_VEHTYPE;;40;2253.00
3009.00;2_1_0;300.00;13.99;785.00;0.00;8_7_0;5.10;0.00;tripinfo_785;2224.00;785;0;1194.90;1.02;0.00;2135.70;DEFAULT_VEHTYPE;;17;1919.00
3012.00;7_8_1;300.00;12.98;2191.00;1959.00;3_7_0;5.10;0.00;tripinfo_232;821.00;232;0;494.90;1.03;0.00;786.09;DEFAULT_VEHTYPE;;5;745.00
3021.00;2_3_0;400.00;5.11;876.00;0.00;1_2_0;5.10;0.00;tripinfo_876;2145.00;876;0;694.90;0.79;0.00;2081.36;DEFAULT_VEHTYPE;;32;1772.00
3023.00;7_6_0;400.00;11.73;1545.00;0.00;4_3_0;5.10;0.00;tripinfo_1545;1478.00;1545;0;894.90;0.96;0.00;1409.81;DEFAULT_VEHTYPE;;10;1359.00
3024.00;2_3_0;400.00;8.97;1036.00;0.00;2_3_0;5.10;0.00;tripinfo_1036;1988.00;1036;0;394.90;0.92;0.00;1956.46;DEFAULT_VEHTYPE;;29;1644.00
3026.00;2_3_0;400.00;9.30;1066.00;0.00;2_3_0;5.10;0.00;tripinfo_1066;1960.00;1066;0;394.90;0.76;0.00;1921.97;DEFAULT_VEHTYPE;;31;1611.00
3028.00;2_3_0;400.00;10.17;1067.00;0.00;6_2_0;5.10;0.00;tripinfo_1067;1961.00;1067;0;594.90;0.90;0.00;1912.88;DEFAULT_VEHTYPE;;30;1582.00
3045.00;3_4_0;300.00;11.99;308.00;0.00;4_3_0;5.10;0.00;tripinfo_308;2737.00;308;0;1794.90;0.88;0.00;2590.70;DEFAULT_VEHTYPE;;41;2242.00
3054.00;3_4_1;300.00;12.96;1907.00;0.00;5_6_0;5.10;0.00;tripinfo_1907;1147.00;1907;0;1194.90;0.97;0.00;1058.20;DEFAULT_VEHTYPE;;19;879.00
3062.00;2_1_2;300.00;14.26;2994.00;2826.00;7_6_0;5.10;0.00;tripinfo_168;68.00;168;0;894.90;1.03;0.00;4.77;DEFAULT_VEHTYPE;;0;0.00
3087.00;7_8_0;300.00;13.71;2209.00;559.00;4_3_0;5.10;0.00;tripinfo_1650;878.00;1650;0;794.90;1.01;0.00;821.40;DEFAULT_VEHTYPE;;5;774.00
3087.00;3_4_1;300.00;13.28;1982.00;0.00;6_2_0;5.10;0.00;tripinfo_1982;1105.00;1982;0;894.90;1.02;0.00;1040.91;DEFAULT_VEHTYPE;;21;853.00
3093.00;3_7_2;200.00;5.04;700.00;0.00;2_3_0;5.10;0.00;tripinfo_700;2393.00;700;0;594.90;0.98;0.00;2349.18;DEFAULT_VEHTYPE;;14;2228.00
3093.00;3_7_0;200.00;4.85;448.00;3.00;2_3_0;5.10;0.00;tripinfo_445;2645.00;445;0;594.90;1.11;0.00;2606.24;DEFAULT_VEHTYPE;;27;2310.00
3099.00;7_6_0;400.00;11.71;688.00;0.00;4_3_0;5.10;0.00;tripinfo_688;2411.00;688;0;894.90;0.86;0.00;2335.71;DEFAULT_VEHTYPE;;35;2068.00
3101.00;3_7_0;200.00;5.01;711.00;0.00;2_3_0;5.10;0.00;tripinfo_711;2390.00;711;0;594.90;0.90;0.00;2342.35;DEFAULT_VEHTYPE;;31;2026.00
3110.00;2_1_2;300.00;15.01;3073.00;0.00;6_2_0;5.10;0.00;tripinfo_3073;37.00;3073;0;494.90;1.13;0.00;4.57;DEFAULT_VEHTYPE;;0;0.00
3118.00;7_8_0;300.00;11.76;2237.00;1997.00;3_7_0;5.10;0.00;tripinfo_240;881.00;240;0;494.90;0.89;0.00;840.71;DEFAULT_VEHTYPE;;6;793.00
3123.00;7_6_1;400.00;12.78;621.00;0.00;6_2_0;5.10;0.00;tripinfo_621;2502.00;621;0;1194.90;0.98;0.00;2414.00;DEFAULT_VEHTYPE;;33;2107.00
3129.00;3_2_0;400.00;5.73;1126.00;0.00;4_3_0;5.10;0.00;tripinfo_1126;2003.00;1126;0;694.90;0.88;0.00;1945.74;DEFAULT_VEHTYPE;;26;1685.00
3131.00;7_6_0;400.00;13.61;686.00;0.00;2_3_0;5.10;0.00;tripinfo_686;2445.00;686;0;994.90;0.99;0.00;2372.01;DEFAULT_VEHTYPE;;31;2068.00
3132.00;3_2_0;400.00;8.03;1233.00;0.00;4_3_0;5.10;0.00;tripinfo_1233;1899.00;1233;0;694.90;0.93;0.00;1844.70;DEFAULT_VEHTYPE;;19;1622.00
3134.00;3_2_0;400.00;10.15;1250.00;0.00;4_3_0;5.10;0.00;tripinfo_1250;1884.00;1250;0;694.90;0.90;0.00;1828.15;DEFAULT_VEHTYPE;;19;1597.00
3141.00;2_3_0;400.00;5.74;1120.00;0.00;2_3_0;5.10;0.00;tripinfo_1120;2021.00;1120;0;394.90;1.05;0.00;1993.67;DEFAULT_VEHTYPE;;33;1663.00
3142.00;6_5_0;300.00;8.40;652.00;4.00;2_3_0;5.10;0.00;tripinfo_648;2490.00;648;0;1294.90;0.69;0.00;2354.77;DEFAULT_VEHTYPE;;31;2061.00
3143.00;2_3_0;400.00;8.49;1081.00;0.00;5_6_0;5.10;0.00;tripinfo_1081;2062.00;1081;0;894.90;0.79;0.00;1979.61;DEFAULT_VEHTYPE;;29;1634.00
3158.00;2_1_0;300.00;9.53;1117.00;0.00;4_3_0;5.10;0.00;tripinfo_1117;2041.00;1117;0;994.90;0.77;0.00;1946.80;DEFAULT_VEHTYPE;;25;1705.00
3160.00;3_2_0;400.00;6.36;1299.00;2.00;4_3_0;5.10;0.00;tripinfo_1297;1861.00;1297;0;694.90;1.05;0.00;1813.42;DEFAULT_VEHTYPE;;19;1599.00
3161.00;7_6_2;400.00;12.15;698.00;1.00;4_3_0;5.10;0.00;tripinfo_697;2463.00;697;0;894.90;0.90;0.00;2391.09;DEFAULT_VEHTYPE;;35;2097.00
3161.00;2_3_0;400.00;7.74;1157.00;0.00;2_3_0;5.10;0.00;tripinfo_1157;2004.00;1157;0;394.90;0.95;0.00;1973.51;DEFAULT_VEHTYPE;;29;1607.00
3170.00;7_6_0;400.00;13.05;717.00;4.00;2_3_0;5.10;0.00;tripinfo_713;2453.00;713;0;994.90;1.00;0.00;2381.49;DEFAULT_VEHTYPE;;33;2054.00
3177.00;2_1_0;300.00;14.74;1282.00;0.00;4_3_0;5.10;0.00;tripinfo_1282;1895.00;1282;0;994.90;1.09;0.00;1828.91;DEFAULT_VEHTYPE;;22;1576.00
3178.00;3_4_1;300.00;14.39;1995.00;0.00;6_2_0;5.10;0.00;tripinfo_1995;1183.00;1995;0;894.90;1.08;0.00;1122.55;DEFAULT_VEHTYPE;;22;924.00
3182.00;6_5_0;300.00;13.57;812.00;0.00;4_3_0;5.10;0.00;tripinfo_812;2370.00;812;0;1194.90;0.99;0.00;2282.19;DEFAULT_VEHTYPE;;39;1944.00
3182.00;2_1_0;300.00;13.32;1296.00;0.00;4_3_0;5.10;0.00;tripinfo_1296;1886.00;1296;0;994.90;1.00;0.00;1813.42;DEFAULT_VEHTYPE;;19;1589.00
3183.00;3_4_1;300.00;14.90;1998.00;0.00;6_2_0;5.10;0.00;tripinfo_1998;1185.00;1998;0;894.90;1.10;0.00;1126.06;DEFAULT_VEHTYPE;;23;916.00
3191.00;2_1_0;300.00;13.65;2011.00;599.00;3_2_0;5.10;0.00;tripinfo_1412;1180.00;1412;0;694.90;1.02;0.00;1130.27;DEFAULT_VEHTYPE;;17;936.00
3192.00;2_1_1;300.00;16.54;2027.00;514.00;3_2_0;5.10;0.00;tripinfo_1513;1165.00;1513;0;694.90;1.21;0.00;1123.38;DEFAULT_VEHTYPE;;14;916.00
3194.00;6_5_0;300.00;12.62;723.00;0.00;4_3_0;5.10;0.00;tripinfo_723;2471.00;723;0;1194.90;0.98;0.00;2382.86;DEFAULT_VEHTYPE;;40;2086.00
3199.00;2_3_0;400.00;6.87;465.00;347.00;3_7_0;5.10;0.00;tripinfo_118;2734.00;118;0;1194.90;1.02;0.00;2648.98;DEFAULT_VEHTYPE;;45;2171.00
3211.00;3_7_2;200.00;6.07;675.00;0.00;5_6_0;5.10;0.00;tripinfo_675;2536.00;675;0;1094.90;0.99;0.00;2456.40;DEFAULT_VEHTYPE;;16;2322.00
3226.00;3_4_0;300.00;12.20;2019.00;0.00;6_2_0;5.10;0.00;tripinfo_2019;1207.00;2019;0;894.90;0.97;0.00;1139.62;DEFAULT_VEHTYPE;;23;921.00
3242.00;6_2_0;200.00;5.65;469.00;0.00;1_2_0;5.10;0.00;tripinfo_469;2773.00;469;0;1494.90;1.11;0.00;2676.25;DEFAULT_VEHTYPE;;41;2286.00
3244.00;7_6_0;400.00;11.43;710.00;0.00;6_2_0;5.10;0.00;tripinfo_710;2534.00;710;0;1194.90;0.84;0.00;2431.67;DEFAULT_VEHTYPE;;38;2095.00
3244.00;6_2_0;200.00;7.10;809.00;0.00;4_3_0;5.10;0.00;tripinfo_809;2435.00;809;0;1094.90;1.03;0.00;2358.65;DEFAULT_VEHTYPE;;37;1984.00
3249.00;2_3_2;400.00;6.23;2050.00;0.00;6_2_0;5.10;0.00;tripinfo_2050;1199.00;2050;0;594.90;0.86;0.00;1148.83;DEFAULT_VEHTYPE;;21;926.00
3261.00;2_1_1;300.00;11.37;3215.00;0.00;6_2_0;5.10;0.00;tripinfo_3215;46.00;3215;0;494.90;0.88;0.00;4.72;DEFAULT_VEHTYPE;;0;0.00
3264.00;6_2_0;200.00;3.49;3131.00;3.00;6_2_0;5.10;0.00;tripinfo_3128;133.00;3128;0;194.90;0.91;0.00;117.57;DEFAULT_VEHTYPE;;2;73.00
3265.00;2_1_0;300.00;12.35;1257.00;0.00;4_3_0;5.10;0.00;tripinfo_1257;2008.00;1257;0;994.90;0.93;0.00;1930.56;DEFAULT_VEHTYPE;;25;1706.00
3265.00;2_3_2;400.00;4.24;547.00;368.00;3_7_0;5.10;0.00;tripinfo_179;2718.00;179;0;1194.90;1.00;0.00;2632.31;DEFAULT_VEHTYPE;;47;2174.00
3268.00;2_3_2;400.00;8.82;552.00;0.00;4_3_0;5.10;0.00;tripinfo_552;2716.00;552;0;1494.90;1.32;0.00;2634.09;DEFAULT_VEHTYPE;;54;2124.00
3270.00;6_5_0;300.00;11.03;727.00;0.00;4_3_0;5.10;0.00;tripinfo_727;2543.00;727;0;1194.90;0.86;0.00;2442.91;DEFAULT_VEHTYPE;;39;2132.00
3270.00;2_3_2;400.00;10.07;2162.00;0.00;6_2_0;5.10;0.00;tripinfo_2162;1108.00;2162;0;594.90;0.96;0.00;1062.81;DEFAULT_VEHTYPE;;13;897.00
3272.00;3_4_1;300.00;12.68;423.00;0.00;4_3_0;5.10;0.00;tripinfo_423;2849.00;423;0;1794.90;0.96;0.00;2713.74;DEFAULT_VEHTYPE;;48;2273.00
3276.00;6_5_0;300.00;13.64;942.00;0.00;4_3_0;5.10;0.00;tripinfo_942;2334.00;942;0;1194.90;1.05;0.00;2251.75;DEFAULT_VEHTYPE;;21;2056.00
3277.00;6_5_2;300.00;14.36;769.00;0.00;2_3_0;5.10;0.00;tripinfo_769;2508.00;769;0;1294.90;1.05;0.00;2418.10;DEFAULT_VEHTYPE;;35;2081.00
3287.00;3_4_1;300.00;13.32;597.00;371.00;3_7_0;5.10;0.00;tripinfo_226;2690.00;226;0;1494.90;1.03;0.00;2585.12;DEFAULT_VEHTYPE;;46;2149.00
3287.00;2_3_2;400.00;5.51;2279.00;0.00;6_2_0;5.10;0.00;tripinfo_2279;1008.00;2279;0;594.90;1.02;0.00;965.82;DEFAULT_VEHTYPE;;8;866.00
3291.00;2_1_0;300.00;14.48;1384.00;734.00;3_2_0;5.10;0.00;tripinfo_650;1907.00;650;0;694.90;1.12;0.00;1862.05;DEFAULT_VEHTYPE;;10;1779.00
3315.00;3_4_0;300.00;10.68;586.00;0.00;4_3_0;5.10;0.00;tripinfo_586;2729.00;586;0;1794.90;0.80;0.00;2565.81;DEFAULT_VEHTYPE;;35;2229.00
3315.00;2_1_2;300.00;14.83;3278.00;0.00;6_2_0;5.10;0.00;tripinfo_3278;37.00;3278;0;494.90;1.13;0.00;5.18;DEFAULT_VEHTYPE;;0;0.00
3329.00;3_4_1;300.00;13.15;2332.00;0.00;6_2_0;5.10;0.00;tripinfo_2332;997.00;2332;0;894.90;1.01;0.00;932.22;DEFAULT_VEHTYPE;;8;838.00
3337.00;7_6_0;400.00;14.13;760.00;0.00;6_2_0;5.10;0.00;tripinfo_760;2577.00;760;0;1194.90;1.05;0.00;2494.53;DEFAULT_VEHTYPE;;38;2150.00
3341.00;3_4_1;300.00;14.14;662.00;0.00;4_3_0;5.10;0.00;tripinfo_662;2679.00;662;0;1794.90;1.03;0.00;2552.86;DEFAULT_VEHTYPE;;36;2207.00
3342.00;7_6_0;400.00;11.37;771.00;0.00;4_3_0;5.10;0.00;tripinfo_771;2571.00;771;0;894.90;0.90;0.00;2499.17;DEFAULT_VEHTYPE;;39;2180.00
3342.00;3_7_2;200.00;11.23;2310.00;284.00;4_3_0;5.10;0.00;tripinfo_2026;1032.00;2026;0;494.90;0.98;0.00;995.04;DEFAULT_VEHTYPE;;2;981.00
3349.00;2_1_1;300.00;13.30;3307.00;0.00;6_2_0;5.10;0.00;tripinfo_3307;42.00;3307;0;494.90;0.98;0.00;5.04;DEFAULT_VEHTYPE;;0;0.00
3365.00;7_6_0;400.00;14.35;725.00;0.00;1_2_0;5.10;0.00;tripinfo_725;2640.00;725;0;1294.90;1.07;0.00;2551.67;DEFAULT_VEHTYPE;;39;2170.00
3380.00;3_4_1;300.00;14.10;617.00;0.00;4_3_0;5.10;0.00;tripinfo_617;2763.00;617;0;1794.90;1.04;0.00;2638.79;DEFAULT_VEHTYPE;;41;2271.00
3384.00;6_2_2;200.00;12.93;774.00;0.00;4_3_0;5.10;0.00;tripinfo_774;2610.00;774;0;1094.90;0.95;0.00;2526.80;DEFAULT_VEHTYPE;;40;2194.00
3397.00;3_7_0;200.00;5.56;818.00;0.00;2_3_0;5.10;0.00;tripinfo_818;2579.00;818;0;594.90;0.93;0.00;2532.79;DEFAULT_VEHTYPE;;39;2173.00
3415.00;2_1_0;300.00;10.40;3365.00;0.00;6_2_0;5.10;0.00;tripinfo_3365;50.00;3365;0;494.90;0.81;0.00;5.37;DEFAULT_VEHTYPE;;0;0.00
3421.00;7_8_1;300.00;11.85;732.00;1.00;2_3_0;5.10;0.00;tripinfo_731;2689.00;731;0;894.90;0.93;0.00;2619.33;DEFAULT_VEHTYPE;;17;2472.00
3425.00;2_1_1;300.00;12.81;3381.00;0.00;6_2_0;5.10;0.00;tripinfo_3381;44.00;3381;0;494.90;0.94;0.00;5.00;DEFAULT_VEHTYPE;;0;0.00
3435.00;2_3_2;400.00;6.93;2600.00;0.00;6_2_0;5.10;0.00;tripinfo_2600;835.00;2600;0;594.90;1.01;0.00;792.16;DEFAULT_VEHTYPE;;10;696.00
3435.00;2_3_0;400.00;5.58;1390.00;0.00;2_3_0;5.10;0.00;tripinfo_1390;2045.00;1390;0;394.90;1.11;0.00;2019.36;DEFAULT_VEHTYPE;;29;1612.00
3437.00;2_3_2;400.00;7.60;2991.00;2827.00;7_6_0;5.10;0.00;tripinfo_164;446.00;164;0;994.90;1.03;0.00;376.55;DEFAULT_VEHTYPE;;9;266.00
3442.00;2_1_1;300.00;11.97;3398.00;0.00;6_2_0;5.10;0.00;tripinfo_3398;44.00;3398;0;494.90;0.90;0.00;4.37;DEFAULT_VEHTYPE;;0;0.00
3444.00;6_5_0;300.00;15.07;2210.00;554.00;4_3_0;5.10;0.00;tripinfo_1656;1234.00;1656;0;1194.90;1.10;0.00;1155.64;DEFAULT_VEHTYPE;;9;1105.00
3459.00;3_4_0;300.00;11.44;2431.00;0.00;6_2_0;5.10;0.00;tripinfo_2431;1028.00;2431;0;894.90;0.91;0.00;956.89;DEFAULT_VEHTYPE;;11;846.00
3509.00;2_3_0;400.00;5.51;1382.00;0.00;5_6_0;5.10;0.00;tripinfo_1382;2127.00;1382;0;894.90;0.87;0.00;2052.45;DEFAULT_VEHTYPE;;39;1621.00
3521.00;3_7_2;200.00;4.48;3126.00;1074.00;4_3_0;5.10;0.00;tripinfo_2052;395.00;2052;0;494.90;0.84;0.00;352.56;DEFAULT_VEHTYPE;;3;323.00
3521.00;3_7_0;200.00;4.75;885.00;0.00;2_3_0;5.10;0.00;tripinfo_885;2636.00;885;0;594.90;0.98;0.00;2592.28;DEFAULT_VEHTYPE;;41;2187.00
3523.00;3_7_0;200.00;7.54;906.00;0.00;6_2_0;5.10;0.00;tripinfo_906;2617.00;906;0;794.90;0.99;0.00;2558.87;DEFAULT_VEHTYPE;;40;2151.00
3524.00;3_7_2;200.00;8.12;707.00;1.00;1_2_0;5.10;0.00;tripinfo_706;2817.00;706;0;894.90;0.89;0.00;2743.71;DEFAULT_VEHTYPE;;21;2553.00
3543.00;7_8_1;300.00;13.12;738.00;0.00;2_3_0;5.10;0.00;tripinfo_738;2805.00;738;0;894.90;0.98;0.00;2739.29;DEFAULT_VEHTYPE;;19;2574.00
3551.00;7_6_0;400.00;13.49;836.00;0.00;5_6_0;5.10;0.00;tripinfo_836;2715.00;836;0;1494.90;1.00;0.00;2606.85;DEFAULT_VEHTYPE;;40;2209.00
3561.00;3_4_1;300.00;11.23;3100.00;0.00;6_2_0;5.10;0.00;tripinfo_3100;461.00;3100;0;894.90;0.88;0.00;387.64;DEFAULT_VEHTYPE;;2;338.00
3570.00;6_2_2;200.00;13.56;3521.00;3306.00;7_6_0;5.10;0.00;tripinfo_215;49.00;215;0;594.90;1.00;0.00;5.57;DEFAULT_VEHTYPE;;0;0.00
3571.00;6_5_0;300.00;14.51;781.00;0.00;4_3_0;5.10;0.00;tripinfo_781;2790.00;781;0;1194.90;1.05;0.00;2707.94;DEFAULT_VEHTYPE;;39;2357.00
3582.00;6_2_0;200.00;4.33;649.00;3.00;2_3_0;5.10;0.00;tripinfo_646;2933.00;646;0;1194.90;1.02;0.00;2848.03;DEFAULT_VEHTYPE;;31;2565.00
3612.00;7_6_0;400.00;15.09;2211.00;540.00;4_3_0;5.10;0.00;tripinfo_1671;1401.00;1671;0;894.90;1.12;0.00;1343.07;DEFAULT_VEHTYPE;;11;1285.00
3615.00;7_6_0;400.00;12.56;937.00;0.00;2_3_0;5.10;0.00;tripinfo_937;2678.00;937;0;994.90;0.99;0.00;2605.16;DEFAULT_VEHTYPE;;43;2179.00
3623.00;3_7_0;200.00;5.14;919.00;0.00;5_6_0;5.10;0.00;tripinfo_919;2704.00;919;0;1094.90;1.00;0.00;2625.28;DEFAULT_VEHTYPE;;43;2215.00
3633.00;3_7_2;200.00;12.28;732.00;0.00;1_2_0;5.10;0.00;tripinfo_732;2901.00;732;0;894.90;0.90;0.00;2828.83;DEFAULT_VEHTYPE;;23;2612.00
3669.00;2_1_2;300.00;14.73;3630.00;0.00;6_2_0;5.10;0.00;tripinfo_3630;39.00;3630;0;494.90;1.10;0.00;6.17;DEFAULT_VEHTYPE;;0;0.00
3671.00;3_4_0;300.00;12.80;3160.00;0.00;6_2_0;5.10;0.00;tripinfo_3160;511.00;3160;0;894.90;0.98;0.00;445.35;DEFAULT_VEHTYPE;;7;380.00
3674.00;6_5_1;300.00;15.23;783.00;0.00;4_3_0;5.10;0.00;tripinfo_783;2891.00;783;0;1194.90;1.13;0.00;2814.75;DEFAULT_VEHTYPE;;40;2444.00
3686.00;6_2_0;200.00;3.05;3503.00;0.00;6_2_0;5.10;0.00;tripinfo_3503;183.00;3503;0;194.90;0.96;0.00;168.31;DEFAULT_VEHTYPE;;3;127.00
3756.00;6_2_0;200.00;4.14;3650.00;0.00;6_2_0;5.10;0.00;tripinfo_3650;106.00;3650;0;194.90;0.91;0.00;90.32;DEFAULT_VEHTYPE;;3;53.00
3807.00;3_7_0;200.00;4.76;971.00;2.00;6_2_0;5.10;0.00;tripinfo_969;2836.00;969;0;794.90;1.14;0.00;2785.66;DEFAULT_VEHTYPE;;43;2352.00
3829.00;7_8_1;300.00;13.03;888.00;0.00;2_3_0;5.10;0.00;tripinfo_888;2941.00;888;0;894.90;1.00;0.00;2876.52;DEFAULT_VEHTYPE;;21;2664.00
3836.00;7_6_0;400.00;13.63;968.00;0.00;6_2_0;5.10;0.00;tripinfo_968;2868.00;968;0;1194.90;1.02;0.00;2783.25;DEFAULT_VEHTYPE;;41;2361.00
3847.00;7_6_0;400.00;12.74;993.00;0.00;2_3_0;5.10;0.00;tripinfo_993;2854.00;993;0;994.90;0.98;0.00;2780.76;DEFAULT_VEHTYPE;;42;2363.00
3858.00;6_2_2;200.00;14.40;797.00;0.00;4_3_0;5.10;0.00;tripinfo_797;3061.00;797;0;1094.90;1.13;0.00;2990.46;DEFAULT_VEHTYPE;;42;2604.00
3923.00;2_1_2;300.00;13.36;2857.00;2608.00;3_7_0;5.10;0.00;tripinfo_249;1066.00;249;0;1094.90;1.00;0.00;986.50;DEFAULT_VEHTYPE;;16;825.00
3951.00;7_8_1;300.00;12.43;951.00;0.00;2_3_0;5.10;0.00;tripinfo_951;3000.00;951;0;894.90;0.97;0.00;2933.71;DEFAULT_VEHTYPE;;26;2668.00
3958.00;7_6_0;400.00;13.43;1012.00;3.00;2_3_0;5.10;0.00;tripinfo_1009;2946.00;1009;0;994.90;1.04;0.00;2876.81;DEFAULT_VEHTYPE;;48;2416.00
3985.00;2_1_2;300.00;15.64;496.00;0.00;2_3_0;5.10;0.00;tripinfo_496;3489.00;496;0;1494.90;1.19;0.00;3398.74;DEFAULT_VEHTYPE;;37;3060.00
4005.00;3_4_1;300.00;15.20;1428.00;0.00;4_3_0;5.10;0.00;tripinfo_1428;2577.00;1428;0;1794.90;1.14;0.00;2463.13;DEFAULT_VEHTYPE;;28;2205.00
4006.00;7_8_1;300.00;14.15;989.00;0.00;2_3_0;5.10;0.00;tripinfo_989;3017.00;989;0;894.90;1.04;0.00;2954.13;DEFAULT_VEHTYPE;;27;2679.00
4013.00;7_6_0;400.00;14.39;483.00;1.00;5_6_0;5.10;0.00;tripinfo_482;3530.00;482;0;1494.90;1.08;0.00;3429.54;DEFAULT_VEHTYPE;;39;3083.00
4016.00;6_5_0;300.00;14.03;535.00;0.00;2_3_0;5.10;0.00;tripinfo_535;3481.00;535;0;1294.90;1.07;0.00;3393.33;DEFAULT_VEHTYPE;;35;3079.00
4031.00;6_2_2;200.00;13.02;3028.00;2767.00;3_7_0;5.10;0.00;tripinfo_261;1003.00;261;0;794.90;1.00;0.00;945.15;DEFAULT_VEHTYPE;;17;777.00
4042.00;2_1_1;300.00;11.00;3024.00;2768.00;3_7_0;5.10;0.00;tripinfo_256;1018.00;256;0;1094.90;0.87;0.00;927.04;DEFAULT_VEHTYPE;;15;768.00
4065.00;6_2_0;200.00;5.69;266.00;0.00;1_2_0;5.10;0.00;tripinfo_266;3799.00;266;0;1494.90;0.98;0.00;3689.26;DEFAULT_VEHTYPE;;42;3269.00
4114.00;2_1_2;300.00;15.50;4077.00;0.00;6_2_0;5.10;0.00;tripinfo_4077;37.00;4077;0;494.90;1.14;0.00;5.23;DEFAULT_VEHTYPE;;0;0.00
4139.00;6_2_2;200.00;10.90;4117.00;0.00;6_2_0;5.10;0.00;tripinfo_4117;22.00;4117;0;194.90;0.84;0.00;4.34;DEFAULT_VEHTYPE;;0;0.00
4144.00;3_4_1;300.00;11.95;3705.00;0.00;6_2_0;5.10;0.00;tripinfo_3705;439.00;3705;0;894.90;0.95;0.00;370.70;DEFAULT_VEHTYPE;;5;313.00
4173.00;6_5_2;300.00;13.26;699.00;0.00;6_2_0;5.10;0.00;tripinfo_699;3474.00;699;0;1494.90;1.04;0.00;3370.58;DEFAULT_VEHTYPE;;31;3075.00
4190.00;2_1_1;300.00;13.14;764.00;2.00;2_3_0;5.10;0.00;tripinfo_762;3426.00;762;0;1494.90;0.97;0.00;3314.92;DEFAULT_VEHTYPE;;46;2899.00
4236.00;2_3_2;400.00;5.75;3907.00;0.00;6_2_0;5.10;0.00;tripinfo_3907;329.00;3907;0;594.90;1.19;0.00;292.77;DEFAULT_VEHTYPE;;5;208.00
4238.00;2_3_2;400.00;6.67;3910.00;2.00;6_2_0;5.10;0.00;tripinfo_3908;328.00;3908;0;594.90;0.98;0.00;284.28;DEFAULT_VEHTYPE;;5;206.00
4260.00;3_4_0;300.00;11.28;3885.00;0.00;6_2_0;5.10;0.00;tripinfo_3885;375.00;3885;0;894.90;0.90;0.00;302.47;DEFAULT_VEHTYPE;;6;226.00
4281.00;7_6_0;400.00;13.64;575.00;0.00;6_2_0;5.10;0.00;tripinfo_575;3706.00;575;0;1194.90;1.07;0.00;3624.59;DEFAULT_VEHTYPE;;39;3325.00
4281.00;2_1_2;300.00;13.33;4240.00;0.00;6_2_0;5.10;0.00;tripinfo_4240;41.00;4240;0;494.90;1.01;0.00;4.72;DEFAULT_VEHTYPE;;0;0.00
4295.00;6_2_2;200.00;11.32;884.00;0.00;1_2_0;5.10;0.00;tripinfo_884;3411.00;884;0;1494.90;1.10;0.00;3313.01;DEFAULT_VEHTYPE;;50;2795.00
4342.00;6_2_0;200.00;14.45;4324.00;0.00;6_2_0;5.10;0.00;tripinfo_4324;18.00;4324;0;194.90;1.07;0.00;4.40;DEFAULT_VEHTYPE;;0;0.00
4355.00;3_7_0;200.00;5.88;1087.00;0.00;5_6_0;5.10;0.00;tripinfo_1087;3268.00;1087;0;1094.90;1.17;0.00;3200.45;DEFAULT_VEHTYPE;;47;2667.00
4386.00;7_6_0;400.00;12.10;822.00;0.00;4_3_0;5.10;0.00;tripinfo_822;3564.00;822;0;894.90;0.95;0.00;3495.92;DEFAULT_VEHTYPE;;50;3105.00
4431.00;2_1_1;300.00;13.95;658.00;6.00;2_3_0;5.10;0.00;tripinfo_652;3773.00;652;0;1494.90;1.01;0.00;3665.78;DEFAULT_VEHTYPE;;36;3351.00
4463.00;2_1_1;300.00;12.92;4421.00;0.00;6_2_0;5.10;0.00;tripinfo_4421;42.00;4421;0;494.90;0.96;0.00;4.44;DEFAULT_VEHTYPE;;0;0.00
