tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1937.00;6_5_1;300.00;11.67;484.00;0.00;4_3_0;5.10;0.00;tripinfo_484;1453.00;484;0;1194.90;0.92;0.00;1359.41;DEFAULT_VEHTYPE;;20;1199.00
1937.00;3_4_1;300.00;12.26;881.00;0.00;1_2_0;5.10;0.00;tripinfo_881;1056.00;881;0;994.90;0.93;0.00;978.44;DEFAULT_VEHTYPE;;19;784.00
1941.00;3_4_0;300.00;12.62;1344.00;0.00;8_7_0;5.10;0.00;tripinfo_1344;597.00;1344;0;794.90;1.00;0.00;539.15;DEFAULT_VEHTYPE;;2;523.00
1942.00;6_7_0;400.00;14.93;208.00;1.00;8_7_0;5.10;0.00;tripinfo_207;1734.00;207;0;1494.90;1.08;0.00;1633.24;DEFAULT_VEHTYPE;;26;1420.00
1952.00;7_8_0;300.00;15.17;537.00;0.00;1_2_0;5.10;0.00;tripinfo_537;1415.00;537;0;1194.90;1.11;0.00;1336.61;DEFAULT_VEHTYPE;;19;1168.00
1955.00;3_4_0;300.00;9.42;1300.00;0.00;2_3_0;5.10;0.00;tripinfo_1300;655.00;1300;0;694.90;0.74;0.00;587.49;DEFAULT_VEHTYPE;;16;426.00
1955.00;6_7_0;400.00;12.91;960.00;0.00;2_6_0;5.10;0.00;tripinfo_960;995.00;960;0;594.90;0.95;0.00;949.61;DEFAULT_VEHTYPE;;12;858.00
1968.00;2_1_2;300.00;12.92;275.00;0.00;2_3_0;5.10;0.00;tripinfo_275;1693.00;275;0;1494.90;1.00;0.00;1585.44;DEFAULT_VEHTYPE;;26;1372.00
1968.00;6_5_0;300.00;13.09;193.00;2.00;5_6_0;5.10;0.00;tripinfo_191;1775.00;191;0;1794.90;0.96;0.00;1639.84;DEFAULT_VEHTYPE;;28;1415.00
1979.00;6_5_0;300.00;13.18;332.00;0.00;5_6_0;5.10;0.00;tripinfo_332;1647.00;332;0;1794.90;0.96;0.00;1512.74;DEFAULT_VEHTYPE;;29;1262.00
1982.00;6_7_0;400.00;11.80;1947.00;0.00;6_7_0;5.10;0.00;tripinfo_1947;35.00;1947;0;394.90;0.93;0.00;4.11;DEFAULT_VEHTYPE;;0;0.00
1994.00;2_6_2;200.00;5.98;625.00;0.00;8_7_0;5.10;0.00;tripinfo_625;1369.00;625;0;1094.90;1.06;0.00;1308.26;DEFAULT_VEHTYPE;;18;1149.00
1996.00;2_6_2;200.00;7.99;559.00;1.00;4_3_0;5.10;0.00;tripinfo_558;1437.00;558;0;894.90;1.06;0.00;1376.16;DEFAULT_VEHTYPE;;20;1192.00
2000.00;6_7_0;400.00;13.28;1967.00;0.00;6_7_0;5.10;0.00;tripinfo_1967;33.00;1967;0;394.90;1.02;0.00;4.49;DEFAULT_VEHTYPE;;0;0.00
2003.00;2_1_1;300.00;11.08;252.00;0.00;2_3_0;5.10;0.00;tripinfo_252;1751.00;252;0;1494.90;0.87;0.00;1627.02;DEFAULT_VEHTYPE;;29;1389.00
2003.00;2_1_2;300.00;13.53;1930.00;0.00;5_6_0;5.10;0.00;tripinfo_1930;73.00;1930;0;794.90;1.00;0.00;15.45;DEFAULT_VEHTYPE;;1;2.00
2003.00;6_7_0;400.00;13.05;1970.00;0.00;6_7_0;5.10;0.00;tripinfo_1970;33.00;1970;0;394.90;0.97;0.00;3.81;DEFAULT_VEHTYPE;;0;0.00
2005.00;2_3_0;400.00;4.77;661.00;0.00;5_6_0;5.10;0.00;tripinfo_661;1344.00;661;0;894.90;0.92;0.00;1273.76;DEFAULT_VEHTYPE;;17;1139.00
2006.00;7_8_0;300.00;11.54;1941.00;0.00;6_7_0;5.10;0.00;tripinfo_1941;65.00;1941;0;694.90;0.85;0.00;5.75;DEFAULT_VEHTYPE;;0;0.00
2006.00;3_7_0;200.00;5.79;416.00;0.00;2_3_0;5.10;0.00;tripinfo_416;1590.00;416;0;594.90;0.94;0.00;1543.87;DEFAULT_VEHTYPE;;29;1286.00
2012.00;2_1_0;300.00;15.66;1354.00;883.00;3_2_0;5.10;0.00;tripinfo_471;658.00;471;0;694.90;1.14;0.00;613.94;DEFAULT_VEHTYPE;;7;549.00
2029.00;3_4_0;300.00;12.32;1259.00;0.00;5_6_0;5.10;0.00;tripinfo_1259;770.00;1259;0;1194.90;0.94;0.00;677.61;DEFAULT_VEHTYPE;;16;481.00
2032.00;6_7_0;400.00;9.31;336.00;0.00;4_3_0;5.10;0.00;tripinfo_336;1696.00;336;0;1294.90;0.75;0.00;1571.77;DEFAULT_VEHTYPE;;22;1400.00
2040.00;3_2_0;400.00;5.86;1369.00;791.00;3_2_0;5.10;0.00;tripinfo_578;671.00;578;0;394.90;0.98;0.00;641.74;DEFAULT_VEHTYPE;;8;564.00
2059.00;2_1_0;300.00;12.90;1358.00;846.00;3_2_0;5.10;0.00;tripinfo_512;701.00;512;0;694.90;1.02;0.00;651.08;DEFAULT_VEHTYPE;;9;582.00
2060.00;7_8_0;300.00;13.43;2003.00;0.00;6_7_0;5.10;0.00;tripinfo_2003;57.00;2003;0;694.90;0.98;0.00;5.50;DEFAULT_VEHTYPE;;0;0.00
2063.00;2_1_0;300.00;12.63;1362.00;844.00;3_2_0;5.10;0.00;tripinfo_518;701.00;518;0;694.90;0.95;0.00;647.92;DEFAULT_VEHTYPE;;8;574.00
2063.00;7_6_0;400.00;15.43;301.00;0.00;6_2_0;5.10;0.00;tripinfo_301;1762.00;301;0;1194.90;1.15;0.00;1686.73;DEFAULT_VEHTYPE;;34;1393.00
2065.00;7_6_0;400.00;14.10;161.00;0.00;1_2_0;5.10;0.00;tripinfo_161;1904.00;161;0;1294.90;1.02;0.00;1812.54;DEFAULT_VEHTYPE;;33;1488.00
2067.00;6_5_1;300.00;13.25;376.00;0.00;5_6_0;5.10;0.00;tripinfo_376;1691.00;376;0;1794.90;0.97;0.00;1556.65;DEFAULT_VEHTYPE;;29;1270.00
2071.00;3_2_0;400.00;4.71;1390.00;700.00;3_2_0;5.10;0.00;tripinfo_690;681.00;690;0;394.90;0.85;0.00;647.49;DEFAULT_VEHTYPE;;9;563.00
2071.00;2_3_2;400.00;6.43;1317.00;1.00;2_3_0;5.10;0.00;tripinfo_1316;754.00;1316;0;394.90;0.95;0.00;723.64;DEFAULT_VEHTYPE;;17;527.00
2074.00;2_3_0;400.00;8.33;684.00;1.00;8_7_0;5.10;0.00;tripinfo_683;1390.00;683;0;1294.90;1.02;0.00;1297.88;DEFAULT_VEHTYPE;;20;1116.00
2077.00;6_2_2;200.00;7.74;263.00;0.00;2_3_0;5.10;0.00;tripinfo_263;1814.00;263;0;1194.90;0.97;0.00;1725.25;DEFAULT_VEHTYPE;;32;1454.00
2083.00;2_1_1;300.00;11.61;2006.00;1884.00;7_6_0;5.10;0.00;tripinfo_122;77.00;122;0;894.90;0.92;0.00;6.65;DEFAULT_VEHTYPE;;0;0.00
2085.00;2_1_2;300.00;13.04;2012.00;0.00;5_6_0;5.10;0.00;tripinfo_2012;73.00;2012;0;794.90;1.02;0.00;16.31;DEFAULT_VEHTYPE;;1;3.00
2086.00;2_1_2;300.00;13.64;2019.00;1.00;5_6_0;5.10;0.00;tripinfo_2018;67.00;2018;0;794.90;1.07;0.00;13.33;DEFAULT_VEHTYPE;;0;0.00
2087.00;6_5_0;300.00;12.08;519.00;0.00;4_3_0;5.10;0.00;tripinfo_519;1568.00;519;0;1194.90;0.96;0.00;1478.31;DEFAULT_VEHTYPE;;25;1270.00
2093.00;3_4_1;300.00;13.50;1261.00;0.00;5_6_0;5.10;0.00;tripinfo_1261;832.00;1261;0;1194.90;0.99;0.00;745.15;DEFAULT_VEHTYPE;;17;535.00
2093.00;2_1_0;300.00;13.96;1377.00;771.00;3_2_0;5.10;0.00;tripinfo_606;716.00;606;0;694.90;1.02;0.00;666.33;DEFAULT_VEHTYPE;;10;580.00
2095.00;3_2_0;400.00;5.37;1412.00;632.00;3_2_0;5.10;0.00;tripinfo_780;683.00;780;0;394.90;1.06;0.00;656.10;DEFAULT_VEHTYPE;;11;554.00
2098.00;2_1_2;300.00;14.15;2024.00;0.00;5_6_0;5.10;0.00;tripinfo_2024;74.00;2024;0;794.90;1.02;0.00;17.93;DEFAULT_VEHTYPE;;1;1.00
2099.00;2_1_0;300.00;11.73;2017.00;0.00;5_6_0;5.10;0.00;tripinfo_2017;82.00;2017;0;794.90;0.91;0.00;18.72;DEFAULT_VEHTYPE;;2;4.00
2106.00;7_6_0;400.00;12.60;1203.00;0.00;4_3_0;5.10;0.00;tripinfo_1203;903.00;1203;0;894.90;0.91;0.00;831.84;DEFAULT_VEHTYPE;;5;791.00
2113.00;3_2_0;400.00;5.62;1434.00;537.00;3_2_0;5.10;0.00;tripinfo_897;679.00;897;0;394.90;0.99;0.00;650.10;DEFAULT_VEHTYPE;;11;539.00
2113.00;3_2_2;400.00;4.59;1365.00;835.00;3_2_0;5.10;0.00;tripinfo_530;748.00;530;0;394.90;0.97;0.00;718.62;DEFAULT_VEHTYPE;;18;628.00
2115.00;3_2_0;400.00;7.10;1443.00;526.00;3_2_0;5.10;0.00;tripinfo_917;672.00;917;0;394.90;1.11;0.00;646.36;DEFAULT_VEHTYPE;;11;527.00
2116.00;2_1_0;300.00;13.76;1406.00;654.00;3_2_0;5.10;0.00;tripinfo_752;710.00;752;0;694.90;1.06;0.00;662.65;DEFAULT_VEHTYPE;;10;563.00
2116.00;3_2_2;400.00;7.66;1374.00;790.00;3_2_0;5.10;0.00;tripinfo_584;742.00;584;0;394.90;1.08;0.00;715.40;DEFAULT_VEHTYPE;;18;616.00
2120.00;6_2_2;200.00;12.96;456.00;0.00;2_3_0;5.10;0.00;tripinfo_456;1664.00;456;0;1194.90;0.96;0.00;1574.19;DEFAULT_VEHTYPE;;31;1281.00
2123.00;7_6_2;400.00;13.93;365.00;0.00;6_2_0;5.10;0.00;tripinfo_365;1758.00;365;0;1194.90;1.08;0.00;1677.69;DEFAULT_VEHTYPE;;39;1354.00
2126.00;2_1_2;300.00;15.11;2088.00;0.00;6_2_0;5.10;0.00;tripinfo_2088;38.00;2088;0;494.90;1.12;0.00;5.41;DEFAULT_VEHTYPE;;0;0.00
2134.00;2_1_0;300.00;13.38;1427.00;568.00;3_2_0;5.10;0.00;tripinfo_859;707.00;859;0;694.90;1.02;0.00;657.85;DEFAULT_VEHTYPE;;11;549.00
2137.00;2_1_2;300.00;14.20;2100.00;0.00;6_2_0;5.10;0.00;tripinfo_2100;37.00;2100;0;494.90;1.10;0.00;4.42;DEFAULT_VEHTYPE;;0;0.00
2142.00;6_5_0;300.00;13.03;366.00;0.00;2_3_0;5.10;0.00;tripinfo_366;1776.00;366;0;1294.90;0.95;0.00;1676.80;DEFAULT_VEHTYPE;;35;1372.00
2142.00;6_2_0;200.00;4.67;1842.00;0.00;6_2_0;5.10;0.00;tripinfo_1842;300.00;1842;0;194.90;0.92;0.00;284.40;DEFAULT_VEHTYPE;;7;177.00
2143.00;7_6_0;400.00;13.12;1313.00;0.00;4_3_0;5.10;0.00;tripinfo_1313;830.00;1313;0;894.90;0.98;0.00;763.78;DEFAULT_VEHTYPE;;6;720.00
2146.00;6_5_0;300.00;11.60;1253.00;2.00;4_3_0;5.10;0.00;tripinfo_1251;893.00;1251;0;1194.90;0.89;0.00;796.28;DEFAULT_VEHTYPE;;6;759.00
2149.00;6_2_0;200.00;4.75;260.00;0.00;2_3_0;5.10;0.00;tripinfo_260;1889.00;260;0;1194.90;1.02;0.00;1804.54;DEFAULT_VEHTYPE;;32;1496.00
2155.00;3_2_0;400.00;6.44;1454.00;514.00;3_2_0;5.10;0.00;tripinfo_940;701.00;940;0;394.90;1.00;0.00;672.21;DEFAULT_VEHTYPE;;12;540.00
2156.00;2_1_2;300.00;15.35;506.00;0.00;2_3_0;5.10;0.00;tripinfo_506;1650.00;506;0;1494.90;1.12;0.00;1553.42;DEFAULT_VEHTYPE;;31;1282.00
2157.00;3_2_0;400.00;6.21;1469.00;434.00;3_2_0;5.10;0.00;tripinfo_1035;688.00;1035;0;394.90;0.95;0.00;657.93;DEFAULT_VEHTYPE;;12;521.00
2159.00;3_2_0;400.00;8.52;1476.00;396.00;3_2_0;5.10;0.00;tripinfo_1080;683.00;1080;0;394.90;0.84;0.00;649.25;DEFAULT_VEHTYPE;;13;514.00
2161.00;2_3_2;400.00;5.08;973.00;0.00;1_2_0;5.10;0.00;tripinfo_973;1188.00;973;0;694.90;0.94;0.00;1134.73;DEFAULT_VEHTYPE;;26;896.00
2177.00;2_1_0;300.00;13.80;1447.00;519.00;3_2_0;5.10;0.00;tripinfo_928;730.00;928;0;694.90;1.01;0.00;679.39;DEFAULT_VEHTYPE;;12;554.00
2182.00;6_2_0;200.00;4.94;80.00;0.00;1_2_0;5.10;0.00;tripinfo_80;2102.00;80;0;1494.90;1.12;0.00;2005.56;DEFAULT_VEHTYPE;;37;1665.00
2184.00;3_4_0;300.00;12.11;1329.00;0.00;2_3_0;5.10;0.00;tripinfo_1329;855.00;1329;0;694.90;0.96;0.00;802.91;DEFAULT_VEHTYPE;;19;594.00
2191.00;2_3_2;400.00;5.99;1102.00;0.00;1_2_0;5.10;0.00;tripinfo_1102;1089.00;1102;0;694.90;1.12;0.00;1044.03;DEFAULT_VEHTYPE;;21;825.00
2191.00;2_3_0;400.00;5.44;717.00;0.00;8_7_0;5.10;0.00;tripinfo_717;1474.00;717;0;1294.90;0.93;0.00;1373.64;DEFAULT_VEHTYPE;;22;1161.00
2193.00;3_7_2;200.00;6.07;580.00;6.00;2_3_0;5.10;0.00;tripinfo_574;1613.00;574;0;594.90;1.12;0.00;1574.61;DEFAULT_VEHTYPE;;11;1483.00
2193.00;3_7_0;200.00;5.12;521.00;0.00;2_3_0;5.10;0.00;tripinfo_521;1672.00;521;0;594.90;0.86;0.00;1622.17;DEFAULT_VEHTYPE;;30;1342.00
2194.00;2_3_2;400.00;8.00;1422.00;0.00;5_6_0;5.10;0.00;tripinfo_1422;772.00;1422;0;894.90;1.05;0.00;710.11;DEFAULT_VEHTYPE;;17;507.00
2207.00;2_3_2;400.00;6.26;1267.00;0.00;1_2_0;5.10;0.00;tripinfo_1267;940.00;1267;0;694.90;1.09;0.00;893.94;DEFAULT_VEHTYPE;;13;767.00
2210.00;6_2_2;200.00;12.20;2190.00;0.00;6_2_0;5.10;0.00;tripinfo_2190;20.00;2190;0;194.90;0.96;0.00;5.21;DEFAULT_VEHTYPE;;0;0.00
2212.00;7_8_2;300.00;16.29;572.00;0.00;2_3_0;5.10;0.00;tripinfo_572;1640.00;572;0;894.90;1.20;0.00;1585.40;DEFAULT_VEHTYPE;;11;1496.00
2213.00;3_4_1;300.00;13.75;1001.00;0.00;1_2_0;5.10;0.00;tripinfo_1001;1212.00;1001;0;994.90;1.01;0.00;1140.46;DEFAULT_VEHTYPE;;24;896.00
2217.00;3_4_0;300.00;11.05;446.00;0.00;1_2_0;5.10;0.00;tripinfo_446;1771.00;446;0;994.90;0.82;0.00;1683.81;DEFAULT_VEHTYPE;;15;1582.00
2226.00;3_4_1;300.00;16.40;1234.00;0.00;1_2_0;5.10;0.00;tripinfo_1234;992.00;1234;0;994.90;1.19;0.00;931.15;DEFAULT_VEHTYPE;;15;771.00
2237.00;2_3_0;400.00;4.84;225.00;1.00;4_3_0;5.10;0.00;tripinfo_224;2012.00;224;0;1494.90;0.92;0.00;1894.84;DEFAULT_VEHTYPE;;34;1599.00
2241.00;6_2_2;200.00;13.42;525.00;0.00;4_3_0;5.10;0.00;tripinfo_525;1716.00;525;0;1094.90;0.99;0.00;1636.08;DEFAULT_VEHTYPE;;29;1380.00
2246.00;6_2_2;200.00;12.88;2193.00;2040.00;7_6_0;5.10;0.00;tripinfo_153;53.00;153;0;594.90;1.00;0.00;9.64;DEFAULT_VEHTYPE;;0;0.00
2248.00;6_5_0;300.00;12.99;392.00;4.00;2_3_0;5.10;0.00;tripinfo_388;1856.00;388;0;1294.90;0.94;0.00;1756.20;DEFAULT_VEHTYPE;;38;1423.00
2271.00;3_2_0;400.00;5.57;1496.00;186.00;3_2_0;5.10;0.00;tripinfo_1310;775.00;1310;0;394.90;0.96;0.00;745.14;DEFAULT_VEHTYPE;;14;594.00
2274.00;3_2_0;400.00;7.16;1499.00;179.00;3_2_0;5.10;0.00;tripinfo_1320;775.00;1320;0;394.90;1.05;0.00;747.75;DEFAULT_VEHTYPE;;14;588.00
2279.00;2_1_1;300.00;12.96;541.00;0.00;2_3_0;5.10;0.00;tripinfo_541;1738.00;541;0;1494.90;0.94;0.00;1623.13;DEFAULT_VEHTYPE;;29;1346.00
2291.00;2_1_0;300.00;14.73;1492.00;211.00;3_2_0;5.10;0.00;tripinfo_1281;799.00;1281;0;694.90;1.11;0.00;753.39;DEFAULT_VEHTYPE;;13;603.00
2297.00;7_6_0;400.00;14.88;592.00;0.00;4_3_0;5.10;0.00;tripinfo_592;1705.00;592;0;894.90;1.16;0.00;1649.11;DEFAULT_VEHTYPE;;29;1391.00
2303.00;2_3_2;400.00;5.56;1416.00;0.00;1_2_0;5.10;0.00;tripinfo_1416;887.00;1416;0;694.90;1.06;0.00;839.53;DEFAULT_VEHTYPE;;13;735.00
2312.00;2_1_0;300.00;11.32;2233.00;0.00;5_6_0;5.10;0.00;tripinfo_2233;79.00;2233;0;794.90;0.82;0.00;8.85;DEFAULT_VEHTYPE;;0;0.00
2318.00;6_2_2;200.00;12.71;550.00;0.00;2_3_0;5.10;0.00;tripinfo_550;1768.00;550;0;1194.90;0.97;0.00;1678.91;DEFAULT_VEHTYPE;;29;1397.00
2323.00;2_3_2;400.00;4.98;1652.00;0.00;1_2_0;5.10;0.00;tripinfo_1652;671.00;1652;0;694.90;0.89;0.00;614.64;DEFAULT_VEHTYPE;;11;528.00
2323.00;3_7_0;200.00;6.14;380.00;0.00;1_2_0;5.10;0.00;tripinfo_380;1943.00;380;0;894.90;1.05;0.00;1881.47;DEFAULT_VEHTYPE;;34;1564.00
2324.00;3_4_1;300.00;13.65;1332.00;0.00;1_2_0;5.10;0.00;tripinfo_1332;992.00;1332;0;994.90;1.06;0.00;924.20;DEFAULT_VEHTYPE;;13;802.00
2343.00;3_2_0;400.00;6.05;1505.00;183.00;3_2_0;5.10;0.00;tripinfo_1322;838.00;1322;0;394.90;0.94;0.00;807.42;DEFAULT_VEHTYPE;;15;637.00
2344.00;3_4_1;300.00;13.56;1536.00;0.00;1_2_0;5.10;0.00;tripinfo_1536;808.00;1536;0;994.90;1.05;0.00;739.74;DEFAULT_VEHTYPE;;13;636.00
2353.00;3_2_0;400.00;5.06;719.00;0.00;4_3_0;5.10;0.00;tripinfo_719;1634.00;719;0;694.90;0.95;0.00;1581.15;DEFAULT_VEHTYPE;;20;1371.00
2355.00;3_2_0;400.00;7.71;724.00;0.00;4_3_0;5.10;0.00;tripinfo_724;1631.00;724;0;694.90;0.93;0.00;1577.00;DEFAULT_VEHTYPE;;21;1368.00
2357.00;3_2_0;400.00;8.84;421.00;0.00;7_3_0;5.10;0.00;tripinfo_421;1936.00;421;0;594.90;1.00;0.00;1893.34;DEFAULT_VEHTYPE;;36;1570.00
2363.00;2_1_0;300.00;15.75;1502.00;181.00;3_2_0;5.10;0.00;tripinfo_1321;861.00;1321;0;694.90;1.14;0.00;816.38;DEFAULT_VEHTYPE;;14;642.00
2372.00;3_4_1;300.00;14.86;1463.00;0.00;5_6_0;5.10;0.00;tripinfo_1463;909.00;1463;0;1194.90;1.15;0.00;833.25;DEFAULT_VEHTYPE;;10;735.00
2373.00;2_1_0;300.00;15.26;1509.00;172.00;3_2_0;5.10;0.00;tripinfo_1337;864.00;1337;0;694.90;1.11;0.00;818.01;DEFAULT_VEHTYPE;;17;630.00
2401.00;6_5_1;300.00;14.97;401.00;1.00;2_3_0;5.10;0.00;tripinfo_400;2000.00;400;0;1294.90;1.09;0.00;1914.13;DEFAULT_VEHTYPE;;38;1575.00
2439.00;2_3_2;400.00;4.94;1697.00;0.00;1_2_0;5.10;0.00;tripinfo_1697;742.00;1697;0;694.90;0.96;0.00;690.04;DEFAULT_VEHTYPE;;14;569.00
2445.00;3_4_1;300.00;13.89;1500.00;0.00;5_6_0;5.10;0.00;tripinfo_1500;945.00;1500;0;1194.90;1.01;0.00;859.50;DEFAULT_VEHTYPE;;11;749.00
2459.00;3_4_1;300.00;14.04;1679.00;0.00;1_2_0;5.10;0.00;tripinfo_1679;780.00;1679;0;994.90;1.10;0.00;714.50;DEFAULT_VEHTYPE;;14;600.00
2477.00;6_5_0;300.00;12.18;1402.00;0.00;4_3_0;5.10;0.00;tripinfo_1402;1075.00;1402;0;1194.90;0.96;0.00;985.12;DEFAULT_VEHTYPE;;3;957.00
2479.00;2_1_2;300.00;14.66;2417.00;0.00;5_6_0;5.10;0.00;tripinfo_2417;62.00;2417;0;794.90;1.06;0.00;7.67;DEFAULT_VEHTYPE;;0;0.00
2486.00;3_4_0;300.00;12.79;1553.00;0.00;6_2_0;5.10;0.00;tripinfo_1553;933.00;1553;0;894.90;1.00;0.00;867.67;DEFAULT_VEHTYPE;;13;735.00
2498.00;2_1_1;300.00;11.54;563.00;0.00;2_3_0;5.10;0.00;tripinfo_563;1935.00;563;0;1494.90;0.89;0.00;1814.56;DEFAULT_VEHTYPE;;29;1523.00
2500.00;2_1_2;300.00;15.50;2442.00;0.00;5_6_0;5.10;0.00;tripinfo_2442;58.00;2442;0;794.90;1.18;0.00;9.04;DEFAULT_VEHTYPE;;0;0.00
2531.00;6_2_0;200.00;4.83;2297.00;2.00;6_2_0;5.10;0.00;tripinfo_2295;234.00;2295;0;194.90;0.95;0.00;218.91;DEFAULT_VEHTYPE;;4;172.00
2559.00;6_2_2;200.00;11.17;2513.00;0.00;5_6_0;5.10;0.00;tripinfo_2513;46.00;2513;0;494.90;0.88;0.00;5.27;DEFAULT_VEHTYPE;;0;0.00
2618.00;6_2_2;200.00;13.19;2576.00;0.00;5_6_0;5.10;0.00;tripinfo_2576;42.00;2576;0;494.90;1.03;0.00;7.27;DEFAULT_VEHTYPE;;0;0.00
2624.00;2_1_1;300.00;10.71;2577.00;0.00;6_2_0;5.10;0.00;tripinfo_2577;47.00;2577;0;494.90;0.85;0.00;4.58;DEFAULT_VEHTYPE;;0;0.00
2627.00;2_1_2;300.00;12.58;2561.00;0.00;5_6_0;5.10;0.00;tripinfo_2561;66.00;2561;0;794.90;0.97;0.00;6.56;DEFAULT_VEHTYPE;;0;0.00
2635.00;3_4_0;300.00;11.80;486.00;360.00;3_7_0;5.10;0.00;tripinfo_126;2149.00;126;0;1494.90;0.91;0.00;2029.78;DEFAULT_VEHTYPE;;26;1790.00
2671.00;2_3_2;400.00;5.27;1767.00;0.00;6_2_0;5.10;0.00;tripinfo_1767;904.00;1767;0;594.90;0.84;0.00;853.15;DEFAULT_VEHTYPE;;14;727.00
2674.00;2_1_2;300.00;13.51;2633.00;0.00;6_2_0;5.10;0.00;tripinfo_2633;41.00;2633;0;494.90;1.00;0.00;4.42;DEFAULT_VEHTYPE;;0;0.00
2691.00;3_4_1;300.00;14.82;1662.00;0.00;5_6_0;5.10;0.00;tripinfo_1662;1029.00;1662;0;1194.90;1.15;0.00;953.39;DEFAULT_VEHTYPE;;14;825.00
2695.00;6_2_2;200.00;13.23;2654.00;0.00;5_6_0;5.10;0.00;tripinfo_2654;41.00;2654;0;494.90;1.03;0.00;6.24;DEFAULT_VEHTYPE;;0;0.00
2699.00;6_2_2;200.00;13.78;2658.00;0.00;5_6_0;5.10;0.00;tripinfo_2658;41.00;2658;0;494.90;1.04;0.00;6.29;DEFAULT_VEHTYPE;;0;0.00
2725.00;3_2_0;400.00;5.40;786.00;0.00;4_3_0;5.10;0.00;tripinfo_786;1939.00;786;0;694.90;0.96;0.00;1886.70;DEFAULT_VEHTYPE;;22;1689.00
2727.00;3_2_0;400.00;7.43;837.00;0.00;4_3_0;5.10;0.00;tripinfo_837;1890.00;837;0;694.90;1.10;0.00;1844.48;DEFAULT_VEHTYPE;;22;1632.00
2729.00;3_2_0;400.00;9.64;151.00;0.00;1_2_0;5.10;0.00;tripinfo_151;2578.00;151;0;1494.90;0.92;0.00;2461.01;DEFAULT_VEHTYPE;;40;2113.00
2731.00;3_2_0;400.00;10.15;861.00;0.00;4_3_0;5.10;0.00;tripinfo_861;1870.00;861;0;694.90;1.18;0.00;1827.32;DEFAULT_VEHTYPE;;24;1599.00
2733.00;3_2_0;400.00;13.36;1015.00;0.00;4_3_0;5.10;0.00;tripinfo_1015;1718.00;1015;0;694.90;1.01;0.00;1667.67;DEFAULT_VEHTYPE;;23;1451.00
2745.00;3_4_1;300.00;15.27;1776.00;0.00;6_2_0;5.10;0.00;tripinfo_1776;969.00;1776;0;894.90;1.14;0.00;912.34;DEFAULT_VEHTYPE;;15;765.00
2749.00;2_1_0;300.00;12.32;479.00;1.00;8_7_0;5.10;0.00;tripinfo_478;2270.00;478;0;1194.90;0.91;0.00;2174.83;DEFAULT_VEHTYPE;;31;1871.00
2793.00;2_1_2;300.00;14.42;2732.00;0.00;5_6_0;5.10;0.00;tripinfo_2732;61.00;2732;0;794.90;1.07;0.00;6.65;DEFAULT_VEHTYPE;;0;0.00
2811.00;7_6_0;400.00;13.09;523.00;0.00;5_6_0;5.10;0.00;tripinfo_523;2288.00;523;0;1494.90;1.01;0.00;2181.86;DEFAULT_VEHTYPE;;33;1879.00
2811.00;7_6_1;400.00;14.55;1399.00;0.00;4_3_0;5.10;0.00;tripinfo_1399;1412.00;1399;0;894.90;1.07;0.00;1351.46;DEFAULT_VEHTYPE;;6;1307.00
2811.00;2_1_2;300.00;13.95;2771.00;1.00;6_2_0;5.10;0.00;tripinfo_2770;40.00;2770;0;494.90;1.03;0.00;4.57;DEFAULT_VEHTYPE;;0;0.00
2820.00;6_2_2;200.00;14.27;2779.00;0.00;5_6_0;5.10;0.00;tripinfo_2779;41.00;2779;0;494.90;1.07;0.00;7.05;DEFAULT_VEHTYPE;;0;0.00
2823.00;2_1_0;300.00;13.42;1037.00;0.00;4_3_0;5.10;0.00;tripinfo_1037;1786.00;1037;0;994.90;1.03;0.00;1715.64;DEFAULT_VEHTYPE;;22;1475.00
2844.00;7_8_1;300.00;12.81;2188.00;601.00;4_3_0;5.10;0.00;tripinfo_1587;656.00;1587;0;794.90;0.93;0.00;594.25;DEFAULT_VEHTYPE;;4;562.00
2857.00;2_3_0;400.00;6.14;933.00;0.00;8_7_0;5.10;0.00;tripinfo_933;1924.00;933;0;1294.90;1.08;0.00;1837.52;DEFAULT_VEHTYPE;;32;1545.00
2865.00;6_2_2;200.00;14.89;138.00;0.00;1_2_0;5.10;0.00;tripinfo_138;2727.00;138;0;1494.90;1.07;0.00;2626.27;DEFAULT_VEHTYPE;;39;2241.00
2875.00;6_5_0;300.00;12.79;1550.00;1.00;4_3_0;5.10;0.00;tripinfo_1549;1325.00;1549;0;1194.90;0.96;0.00;1235.10;DEFAULT_VEHTYPE;;5;1196.00
2875.00;6_5_1;300.00;11.70;583.00;6.00;2_3_0;5.10;0.00;tripinfo_577;2292.00;577;0;1294.90;0.89;0.00;2186.32;DEFAULT_VEHTYPE;;34;1890.00
2885.00;6_2_0;200.00;4.00;2372.00;0.00;6_2_0;5.10;0.00;tripinfo_2372;513.00;2372;0;194.90;0.99;0.00;498.63;DEFAULT_VEHTYPE;;3;459.00
